[power_x0: 107, power_mu: 63, period: 14, acr_value: 2, balance: -2, unique_sequence_count: 10]
[power_x0: 126, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 7]
[power_x0: 126, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 63, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 134, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 136, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 137, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 138, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 140, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 140, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 142, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 144, power_mu: 63, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 7]
[power_x0: 144, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 146, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 147, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 150, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 150, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 152, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 152, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 154, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 155, power_mu: 88, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 127, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 128, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 132, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 133, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 134, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 135, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 136, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 140, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 141, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 144, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 148, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 149, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 151, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 153, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 154, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 131, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 133, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 134, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 135, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 136, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 137, power_mu: 131, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 7]
[power_x0: 137, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 144, power_mu: 131, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 7]
[power_x0: 147, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 149, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 152, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 127, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 128, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 131, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 136, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 138, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 141, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 142, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 142, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 144, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 145, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 146, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 127, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 127, power_mu: 193, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 193, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 131, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 132, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 133, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 135, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 135, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 137, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 137, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 144, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 145, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 145, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 147, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 149, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 152, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 152, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 153, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 155, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 125, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 126, power_mu: 250, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 127, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 128, power_mu: 235, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 129, power_mu: 250, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 130, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 131, power_mu: 245, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 131, power_mu: 250, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 132, power_mu: 231, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 10]
[power_x0: 132, power_mu: 250, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 133, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 134, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 134, power_mu: 250, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 135, power_mu: 245, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 136, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 136, power_mu: 250, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 139, power_mu: 224, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 140, power_mu: 245, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 141, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 142, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 142, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 143, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 143, power_mu: 243, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 6]
[power_x0: 145, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 145, power_mu: 250, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 146, power_mu: 243, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 147, power_mu: 231, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 147, power_mu: 243, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 147, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 149, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 150, power_mu: 231, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 150, power_mu: 243, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 151, power_mu: 245, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 152, power_mu: 250, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 154, power_mu: 243, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 154, power_mu: 245, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 155, power_mu: 245, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 125, power_mu: 231, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 156, power_mu: 11, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 7, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 159, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 11, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 163, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 164, power_mu: 11, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 164, power_mu: 28, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 10]
[power_x0: 165, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 167, power_mu: 14, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 168, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 170, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 171, power_mu: 7, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 7]
[power_x0: 172, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 174, power_mu: 28, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 175, power_mu: 11, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 11, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 179, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 184, power_mu: 14, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 186, power_mu: 22, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 11, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 158, power_mu: 56, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 183, power_mu: 56, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 6]
[power_x0: 158, power_mu: 56, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 156, power_mu: 63, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 63, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 10]
[power_x0: 158, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 164, power_mu: 63, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 169, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 7]
[power_x0: 170, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 172, power_mu: 63, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 177, power_mu: 63, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 180, power_mu: 88, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 63, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 163, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 167, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 168, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 170, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 170, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 171, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 171, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 172, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 173, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 179, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 180, power_mu: 95, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 185, power_mu: 95, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 97, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 158, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 168, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 170, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 174, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 178, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 179, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 182, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 183, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 184, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 185, power_mu: 133, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 133, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 158, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 166, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 167, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 171, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 175, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 175, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 177, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 177, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 178, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 179, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 180, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 182, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 183, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 183, power_mu: 176, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 184, power_mu: 176, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 175, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 158, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 158, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 159, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 160, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 160, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 161, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 162, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 163, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 166, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 166, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 171, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 172, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 173, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 174, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 176, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 177, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 178, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 179, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 180, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 181, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 182, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 182, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 183, power_mu: 190, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 183, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 184, power_mu: 215, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 185, power_mu: 194, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 186, power_mu: 190, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 186, power_mu: 215, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 156, power_mu: 224, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 156, power_mu: 243, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 10]
[power_x0: 156, power_mu: 250, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 231, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 10]
[power_x0: 157, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 157, power_mu: 243, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 7]
[power_x0: 159, power_mu: 235, period: 14, acr_value: 6, balance: 2, unique_sequence_count: 9]
[power_x0: 160, power_mu: 224, period: 14, acr_value: 6, balance: 0, unique_sequence_count: 9]
[power_x0: 160, power_mu: 235, period: 14, acr_value: 6, balance: -2, unique_sequence_count: 9]
